link_no,name,length,traffic,criticality,start_node,end_node,start_betweenness,end_betweenness,avg_betweenness,traffic_weight
Z6022-1,Ishwardi-Kadamchilan,16.85,1896.0,0.0,LRPS_0,LRP016_960,0.0,0.0,0.0,0.02745120750564661
Z6023-1,Chatmohor(int.with Z6021)-Chatmohor(int.with R604),4.552,2028.0,0.0,LRPS_0,LRPS_4552,0.0,0.0,0.0,0.029362367521862512
Z6024-1,Chinakhora-Sujanagar,11.16,2028.0,0.0,LRPS_0,LRP010_1446,0.0,0.0,0.0,0.029362367521862512
Z6026-1,Madhpur-Sathia(int.with Z6017),11.375,0.0,0.0,LRPS_0,LRP012_325,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z6027-1,Ghagrakhali-Sonatola,5.52,0.0,0.0,LRPS_0,LRPS_5520,0.0,0.0,0.0,0.0
Z6028-1,Satiakhola-Chabbismile,11.74,1063.0,0.0,LRPS_0,LRPS_11740,0.0,0.0,0.0,0.015390629524526554
Z6029-1,Baraigram-Chatmohor,17.73,3280.0,0.0,LRPS_0,LRP019_10,0.0,0.0,0.0,0.04748943070597093
Z6031-1,Chatmohor-Pabna,32.0,1232.0,0.0,LRPS_0,LRP022_9472,0.0,0.0,0.0,0.017837493484681763
Z6032-1,Hamkuria-Taras,8.4,1542.0,0.0,LRPS_0,LRP007_1560,0.0,0.0,0.0,0.022325823825794868
Z6033-1,Ramchandrapur-Bheramara,9.895,0.0,0.0,LRPS_0,LRPS_9895,0.0,0.0,0.0,0.0
Z6034-1,Gopalnagar-Nesrapara,2.659,1542.0,0.0,LRPS_0,LRPS_2659,0.0,0.0,0.0,0.022325823825794868
Z6035-1,Bhangura-Lahiri Mohonpur,4.96,1542.0,0.0,LRPS_0,LRP002_2900,0.0,0.0,0.0,0.022325823825794868
Z6802-1,Kansat-Chowdala(int.with Z6819),12.65,3957.0,2.9475354802769915e-08,LRPS_0,LRP013_550,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.057291365031563096
Z6803-1,Nawabganj (Nayagola)-Amnura,11.925,3538.0,0.0,LRPS_0,LRP013_420,0.0,0.0,0.0,0.05122487982857474
Z6805-1,Rohonpur-Bholahati (BDR Camp),29.27,3060.0,0.0,LRPS_0,LRP029_1860,0.0,0.0,0.0,0.044304164012277755
Z6806-1,Nawabganj-Int.with Z6803,3.2,5012.0,0.0,LRPS_0,LRP002_1160,0.0,0.0,0.0,0.07256616667631899
Z6809-1,Rajshahi (Kasiadanga) - Chabbis Nagar (Int. with Z6855),6.907,0.0,0.0,LRPS_0,LRP007_907,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z6810-1,Prashadpur-Manda,2.5,3568.0,0.0,LRPS_0,LRP002_420,0.0,0.0,0.0,0.05165923437771472
Z6812-1,Dhansura(int.with Z6813)-Adda(int.with R547),5.01,2435.0,0.0,LRPS_0,LRP005_620,0.0,0.0,0.0,0.035255110905194884
Z6813-1,Godagari(int.with N6)-Int.with Z6809,19.57,2435.0,1.813810688520211e-08,LRPS_0,LRP019_530,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.035255110905194884
Z6816-1,Rasulpur-Pathan Para,5.24,7713.0,0.0,LRPS_0,LRP005_230,0.0,0.0,0.0,0.11167255458388835
Z6817-1,Nachole-Rohonpur,16.125,1474.0,0.0,LRPS_0,LRP017_5,0.0,0.0,0.0,0.02134128684774425
Z6818-1,Baragharia-Nayagola,4.595,6258.0,0.0,LRPS_0,LRP004_525,0.0,0.0,0.0,0.0906063589505994
Z6819-1,Boalia-Chowdhala,7.57,3090.0,0.0,LRPS_0,LRP009_270,0.0,0.0,0.0,0.04473851856141774
Z6851-1,Mohonpur-Tanor,12.83,2685.0,0.0,LRPS_0,LRP011_1745,0.0,0.0,0.0,0.03887473214802803
Z6852-1,Manda-Niamatpur (int.with Z6813),17.95,3137.0,1.5578163257735527e-08,LRPS_0,LRP017_950,0.0,6.859755051866608e-07,3.429877525933304e-07,0.045419007355070366
Z6853-1,Mohonpur (Shahi Para)-Mohonganj (int.with Z6010),11.09,4118.0,0.0,LRPS_0,LRP012_310,0.0,0.0,0.0,0.059622401111947644
Z6855-1,Bagshara-Chabbis Nagar (int.with Z6809),15.479,783.0,0.0,LRPS_0,LRP014_999,0.0,0.0,0.0,0.011336653732553426
Z6856-1,Manda-Bagmara (int.with Z6856),28.625,0.0,0.0,LRPS_0,LRP029_635,0.0,0.0,0.0,0.0
Z7001-1,Maijkandi (Int.with N7) - Sasrail (Int.with Z7002),29.358,2153.0,1.069167532480223e-08,LRPS_0,LRP029_358,0.0,6.859755051866608e-07,3.429877525933304e-07,0.03117217814327909
Z7002-1,Sasrail (Int.with Z7001) - Alphadanga,4.691,1885.0,0.0,LRPS_0,LRP002_2691,0.0,0.0,0.0,0.02729194417096195
Z7004-1,Faridpur-Muksudpur,41.83,1885.0,0.0,LRPS_0,LRP035_6160,0.0,0.0,0.0,0.02729194417096195
Z7007-1,Ramnagar(Int.with N7)-Sripur(Int.with Z7008),16.43,2096.0,0.0,LRPS_0,LRP017_30,0.0,0.0,0.0,0.03034690449991313
Z7008-1,Sripur-Langalbandh(int.with Z7405),9.135,2155.0,0.0,LRPS_0,LRP008_1365,0.0,0.0,0.0,0.031201135113221753
Z7011-1,Magura (Stadium Gate)-Sripur,14.095,3283.0,0.0,LRPS_0,LRP014_1055,0.0,0.0,0.0,0.04753286616088492
Z7012-1,Magura (Parananduli)-Mohammadpur,25.41,2508.0,0.0,LRPS_0,LRP026_560,0.0,0.0,0.0,0.03631204030810216
Z7021-1,Arpara-Int.with Z7057,20.27,6083.0,0.0,LRPS_0,LRP019_730,0.0,0.0,0.0,0.08807262408061621
Z7023-1,Khalishpur-Int.with Z7024,4.655,5594.0,0.0,LRPS_0,LRP005_640,0.0,0.0,0.0,0.08099264492963457
Z7024-1,Gopalpur-Kotchandpur (Int.with R748),10.404,2017.0,0.0,LRPS_0,LRP009_1084,0.0,0.0,0.0,0.029203104187177854
Z7030-1,Narail-Int.with Z7505,3.12,0.0,0.0,LRPS_0,LRP002_1120,0.0,0.0,0.0,0.0
Z7031-1,Churamonkathi-Chougachha,16.83,3260.0,0.0,LRPS_0,LRP016_1680,0.0,0.0,0.0,0.047199861006544275
Z7040-1,Fulbari Railgate-Terokhada,29.195,742.0,0.0,LRPS_0,LRP028_1010,0.0,0.0,0.0,0.010743035848728788
Z7041-1,Rupsha-Int. with R771,0.445,0.0,0.0,LRPS_0,LRPS_445,0.0,1.2004571340766564e-06,6.002285670383282e-07,0.0
Z7042-1,Sriphaltala-Sener Bazar,4.66,4487.0,0.0,LRPS_0,LRP004_1000,0.0,0.0,0.0,0.06496496206636937
Z7043-1,Fultala-Dumuria,28.78,4487.0,0.0,LRPS_0,LRP029_15,0.0,0.0,0.0,0.06496496206636937
Z7045-1,Terokhada-Mollahhat,19.987,3480.0,0.0,LRPS_0,LRP018_2460,0.0,0.0,0.0,0.050385127700237446
Z7047-1,Terokhada-Kalia,13.68,2150.0,0.0,LRPS_0,LRP011_2621,0.0,0.0,0.0,0.031128742688365088
Z7054-1,Chitalmari- Tungipara (Patgati),13.8,4222.0,0.0,LRPS_0,LRP013_770,0.0,0.0,0.0,0.06112816354896623
Z7057-1,Kaliganj-Int.with N702,21.233,2704.0,0.0,LRPS_0,LRP021_807,0.0,0.0,0.0,0.03914982336248335
Z7058-1,Sutighata-Bolianpur (int.with Z7059),2.013,0.0,0.0,LRPS_0,LRP003_14,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z7102-1,Rajbari (Int.with R710) - Modhukhali (Int.with N7),36.533,5021.0,0.0,LRPS_0,LRP036_993,0.0,0.0,0.0,0.07269647304106099
Z7105-1,Iswardi-Int.with R710,4.955,0.0,0.0,LRPS_0,LRPS_4955,0.0,0.0,0.0,0.0
Z7106-1,Jamtala (Int.with N7) - Int.with R711,22.3,2035.0,0.0,LRPS_0,LRP005_17140,0.0,0.0,0.0,0.02946371691666184
Z7108-1,Goalanda (Int.with N7) - Faridpur (Int.with N803),18.2,3621.0,1.798167968003199e-08,LRPS_0,LRP014_3980,0.0,6.859755051866608e-07,3.429877525933304e-07,0.05242659408119534
Z7201-1,Arpara-Shalikha,11.515,3393.0,0.0,LRPS_0,LRP011_423,0.0,0.0,0.0,0.04912549950773151
Z7404-1,Amtali-Alamdanga,56.121,2130.0,0.0,LRPS_0,LRP056b_2264,0.0,0.0,0.0,0.030839172988938436
Z7405-1,Shekhpara-Shailkupa (int.with Z7458),11.9,0.0,0.0,LRPS_0,LRP012_890,0.0,0.0,0.0,0.0
Z7407-1,Rail Station-Court More,2.33,0.0,0.0,LRPS_0,LRPS_2330,0.0,0.0,0.0,0.0
Z7409-1,Bheramara Rail Station-Int.with N704,3.067,0.0,0.0,LRPS_0,LRP003_30,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z7411-1,Bheramara (Bara Mile)-Int.with Z7463,1.964,0.0,0.0,LRPS_0,LRP002_894,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z7412-1,Daulatpur-Mathurapur High School,12.4,0.0,0.0,LRPS_0,LRP011_1400,0.0,0.0,0.0,0.0
Z7451-1,8th km of Kushtia-Meherpur Highway to Miupur Thana Connecting Road,2.09,0.0,0.0,LRPS_0,LRPS_2090,0.0,0.0,0.0,0.0
Z7452-1,Gangni--Kulbaria,20.35,3325.0,0.0,LRPS_0,LRP020_210,0.0,0.0,0.0,0.04814096252968089
Z7456-1,Bamundi-Hatboalia(int.with Z7464),12.552,3884.0,0.0,LRPS_0,LRP008_4627,0.0,0.0,0.0,0.056234435628655814
Z7457-1,Jhenaidah (DC office)-Harinakunda,19.884,3884.0,0.0,LRPS_0,LRP018_2530,0.0,0.0,0.0,0.056234435628655814
Z7460-1,Dakbanglow Bazar-Gopalpur(int.with Z7024),9.841,0.0,0.0,LRPS_0,LRP011_86,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z7463-1,GK Bandh 3no Bridge-Mirpur,10.93,2231.0,0.0,LRPS_0,LRP009_2690,0.0,0.0,0.0,0.03230149997104303
Z7464-1,Sadarpur-Hatboalia,15.957,2231.0,0.0,LRPS_0,LRP015_1390,0.0,0.0,0.0,0.03230149997104303
Z7465-1,Sadarpur Bazar-Int.with R745,0.448,0.0,0.0,LRPS_0,LRPS_448,0.0,0.0,0.0,0.0
Z7466-1,Meherpur-Kaliganj,10.16,1345.0,0.0,LRPS_0,LRP007_2950,0.0,0.0,0.0,0.019473562286442345
Z7467-1,Amjhupi-Int.with R745,3.45,6060.0,1.5046807354459244e-08,LRPS_0,LRP002_1380,0.0,3.429877525933304e-07,1.714938762966652e-07,0.08773961892627555
Z7488-1,Nayanipara-Gopalpur,15.685,1818.0,4.514042206337774e-09,LRPS_0,LRP014_2035,0.0,3.429877525933304e-07,1.714938762966652e-07,0.026321885677882666
Z7489-1,Chandpara-Int.with Z7024,16.375,1294.0,3.2129651347640697e-09,LRPS_0,LRP017_744,0.0,3.429877525933304e-07,1.714938762966652e-07,0.018735159552904383
Z7501-1,Charavita-Bagherpara,4.34,1982.0,0.0,LRPS_0,LRP003_1310,0.0,0.0,0.0,0.02869635721318121
Z7505-1,Shimakhali-Int.with Z7502,1.96,4367.0,0.0,LRPS_0,LRPS_1960,0.0,0.0,0.0,0.06322754386980946
Z7506-1,Lohagara-Mohammadpur,61.265,1690.0,0.0,LRPS_0,LRP061_930,0.0,0.0,0.0,0.024468639601552093
Z7551-1,Monirampur-Int.with Z7619,15.097,1426.0,3.5407173741681327e-09,LRPS_0,LRP013_3585,0.0,3.429877525933304e-07,1.714938762966652e-07,0.02064631956912029
Z7552-1,Keshabpur-Int.with Z7619,6.304,4135.0,1.026708719648333e-08,LRPS_0,LRP007_314,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0598685353564603
Z7553-1,Keshabpur-Boishen More (int.with Z7552),2.275,6891.0,1.7110156679798457e-08,LRPS_0,LRP002_255,0.0,3.429877525933304e-07,1.714938762966652e-07,0.09977123993745295
Z7602-1,Laboni More -Alipur (Intersection with N713),5.273,8197.0,2.035291747269017e-08,LRPS_0,LRP005_263,0.0,3.429877525933304e-07,1.714938762966652e-07,0.11868014131001332
Z7603-1,Sathkhira-Assasuni(int.with Z7618),24.305,0.0,0.0,LRPS_0,LRP023_1283,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z7604-1,Betgram (18 Mile Bazar)-Tala(int.with Z7613),8.012,0.0,0.0,LRPS_0,LRP008_2,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z7605-1,Satkhira Town Bypass,12.35,4154.0,0.0,LRPS_0,LRPS_12350,0.0,0.0,0.0,0.06014362657091562
Z7606-1,Gollamari-Int.with N709,1.574,0.0,0.0,LRPS_0,LRP002_462,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z7607-1,Shakhipur-Debhata,5.423,5002.0,0.0,LRPS_0,LRP006_473,0.0,0.0,0.0,0.07242138182660567
Z7609-1,Banshipur-Munshiganj,10.605,4509.0,0.0,LRPS_0,LRP010_597,0.0,0.0,0.0,0.06528348873573869
Z7610-1,Koyra-Shyamnagar,40.0,2223.0,0.0,LRPS_0,LRP032_8000,0.0,0.0,0.0,0.03218567209127237
Z7613-1,Tala-Patkelghata,10.1,2482.0,0.0,LRPS_0,LRP010_25,0.0,0.0,0.0,0.03593559969884751
Z7615-1,Dacope-Tala,30.1,2322.0,0.0,LRPS_0,LRP027_4390,0.0,0.0,0.0,0.0336190421034343
Z7617-1,Kaliganj-Shyamnagar(int.with Z7610),15.704,0.0,0.0,LRPS_0,LRP015_670,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0
Z7618-1,Assasuni-Shyamnagar,31.945,3942.0,0.0,LRPS_0,LRP031_754,0.0,0.0,0.0,0.057074187756993106
Z7619-1,Modhanpur College More-Trimohoni Bazar,24.87,2953.0,0.0,LRPS_0,LRP026_20,0.0,0.0,0.0,0.04275496612034517
Z7701-1,Morelganj (CARE Bazar)-Mongla,25.892,2833.0,0.0,LRPS_0,LRP003_22892,0.0,0.0,0.0,0.04101754792378526
Z7702-1,Signboard-Pingoria(int.with Z7718),3.621,4308.0,3.208992380347051e-08,LRPS_0,LRP001_3613,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.06237331325650084
Z7703-1,Signboard-Kachua,7.45,2875.0,0.0,LRPS_0,LRP007_1455,0.0,0.0,0.0,0.041625644292581226
Z7704-1,Pirojpur-Brahmonkati (int.with Z7715),1.571,1861.0,1.3862429943885472e-08,LRPS_0,LRPS_1571,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.026944460531649967
Z7705-1,Morelganj-Zianagar (Ghosherhat Bazar),12.92,1861.0,0.0,LRPS_0,LRPS_12920,0.0,0.0,0.0,0.026944460531649967
Z7706-1,Nazirpur-Sreeramkathi (Int with Z7707),2.99,1861.0,0.0,LRPS_0,LRPS_2990,0.0,0.0,0.0,0.026944460531649967
Z7707-1,Pirojpur (Hularhat)-Sreeramkathi (Int with Z7706),13.99,0.0,0.0,LRPS_0,LRP012_1990,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z7708-1,Bagerhat (Muniganj)-Chitalmari,24.5,2370.0,0.0,LRPS_0,LRP024_490,0.0,0.0,0.0,0.03431400938205826
Z7709-1,Pirojpur Kheyaghat-Int.with R870,1.079,0.0,0.0,LRPS_0,LRPS_1079,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0
Z7710-1,Banaripar (Danduat)-Nazirpur,40.0,1405.0,0.0,LRPS_0,LRP034_6000,0.0,0.0,0.0,0.0203422713847223
Z7711-1,Togra(int.with R870)-Synashi,17.345,1405.0,0.0,LRPS_0,LRP017_1933,0.0,0.0,0.0,0.0203422713847223
Z7715-1,CO office More-Brahmonkati,2.573,1941.0,0.0,LRPS_0,LRPS_2573,0.0,0.0,0.0,0.028102739329356575
Z7716-1,Nazirpur-Kachua,10.74,1861.0,0.0,LRPS_0,LRPS_10740,0.0,0.0,0.0,0.026944460531649967
Z7717-1,Bagerhat- int. Z7719,2.103,3399.0,0.0,LRPS_0,LRP002_121,0.0,0.0,0.0,0.049212370417559506
Z7718-1,Pingoria-Rampal,42.0,2735.0,0.0,LRPS_0,LRPS_42000,0.0,0.0,0.0,0.03959865639659466
Z7719-1,Bagerhat Circuit House-Karapara,2.08,1663.0,0.0,LRPS_0,LRPSa_2055,0.0,0.0,0.0,0.024077720507326112
Z7801-1,Chitalmari-Faltita,22.855,1802.0,0.0,LRPS_0,LRP006_16855,0.0,0.0,0.0,0.026090229918341343
Z8002-1,Konakhola-Kolatia(Int.with Z5069),15.926,5240.0,1.3010770715737038e-08,LRPS_0,LRP014_1926,0.0,3.429877525933304e-07,1.714938762966652e-07,0.07586726124978282
Z8003-1,Hashara-Kharsur,11.105,2166.0,0.0,LRPS_0,LRPS_11105,0.0,0.0,0.0,0.03136039844790641
Z8004-1,Hatimara-Kakaldi(int.with Z8005),7.61,4145.0,1.0291916911589699e-08,LRPS_0,LRP007c_0,0.0,3.429877525933304e-07,1.714938762966652e-07,0.06001332020617363
Z8005-1,Nimtali (Int.with N8)-Kakhaldi (int.with Z8004),13.782,1136.0,0.0,LRPS_0,LRPS_13782,0.0,0.0,0.0,0.016447558927433832
Z8009-1,Fultala-Hashara,1.67,2022.0,0.0,LRPS_0,LRPS_1670,0.0,0.0,0.0,0.02927549661203452
Z8011-1,Pacchar (Int.with N8) - Kazirtek (int.with R860),34.1,5195.0,0.0,LRPS_0,LRP032_1980,0.0,0.0,0.0,0.07521572942607285
Z8012-1,Shariatpur (Premtala) - Janjira (Int.with Z8065),15.308,3196.0,7.935576947995338e-09,LRPS_0,LRP015_428,0.0,3.429877525933304e-07,1.714938762966652e-07,0.04627323796837899
Z8021-1,Baraitala (Int.with N8) - Muksudpur (Int.with N805),16.815,2758.0,0.0,LRPS_0,LRP011_5841,0.0,0.0,0.0,0.03993166155093531
Z8023-1,Garakhola (Int.with N805) - Bashpur (Int.with Z7001),6.6,1681.0,0.0,LRPS_0,LRP003_4015,0.0,0.0,0.0,0.0243383332368101
Z8031-1,Gouranadi-Int.with Z8049,6.642,3218.0,3.196080928491739e-08,LRPS_0,LRP006_816,0.0,1.3719510103733216e-06,6.859755051866608e-07,0.046591764637748306
Z8032-1,Kotalipara-Radhaganj (int.with Z8035),7.59,0.0,0.0,LRPS_0,LRP001_6580,0.0,0.0,0.0,0.0
Z8033-1,Gariarpar-Chakher (Int.with Z8048),14.485,3165.0,5.501023381815917e-08,LRPS_0,LRP014_485,0.0,2.400914268153313e-06,1.2004571340766564e-06,0.045824404934267676
Z8034-1,Rahamatpur-Babuganj,10.047,1544.0,3.833708012423279e-09,LRPS_0,LRP010_207,0.0,3.429877525933304e-07,1.714938762966652e-07,0.022354780795737533
Z8035-1,Radhaganj-Dakshin Dashar,23.8,0.0,0.0,LRPS_0,LRP014_9750,0.0,0.0,0.0,0.0
Z8037-1,Barisal (Chowmatha)-Nabagram,15.71,2127.0,5.281280403124557e-09,LRPS_0,LRP014_1890,0.0,3.429877525933304e-07,1.714938762966652e-07,0.03079573753402444
Z8038-1,Shikarpur-Intersection with N8,3.774,4220.0,1.0478139774887461e-08,LRPS_0,LRPS_3774,0.0,3.429877525933304e-07,1.714938762966652e-07,0.06109920657902357
Z8043-1,Hizla-Barisal (Beltala),41.867,1427.0,0.0,LRPS_0,LRP020_21738,0.0,0.0,0.0,0.02066079805409162
Z8044-1,Dinerpool-Bairagirpool(Int.with Z8910),2.095,1384.0,0.0,LRPS_0,LRP003_85,0.0,0.0,0.0,0.020038223200324317
Z8048-1,Charkhar-Wajed Memorial High School,2.78,1667.0,0.0,LRPS_0,LRP001_1796,0.0,0.0,0.0,0.024135634447211445
Z8049-1,Agailjhara By-Pass,3.768,3083.0,0.0,LRPS_0,LRP004_784,0.0,0.0,0.0,0.044637169166618404
Z8051-1,College-Kheyaghat,0.556,0.0,0.0,LRPS_0,LRPS_556,0.0,0.0,0.0,0.0
Z8052-1,Binapani-Kachua (Int.with Z8708),3.636,4505.0,3.355735996625688e-08,LRPS_0,LRPS_3636,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.06522557479585336
Z8053-1,Kaliaya-Debirchar,9.12,2043.0,0.0,LRPS_0,LRPS_9120,0.0,0.0,0.0,0.029579544796432503
Z8054-1,Nalcity-Jhalokati,10.029,1007.0,0.0,LRPS_0,LRPS_10029,0.0,0.0,0.0,0.014579834366131928
Z8056-1,Dapdapia-Nalcity (Taltal Rastar More),9.574,1576.0,3.913163100763659e-09,LRPS_0,LRP010_842,0.0,3.429877525933304e-07,1.714938762966652e-07,0.02281809231482018
Z8057-1,Nacity Bypass,1.37,0.0,0.0,LRPS_0,LRPS_1370,0.0,0.0,0.0,0.0
Z8058-1,Nalcity-Baisakia(Int.with Z8062),15.382,2596.0,6.445794041613235e-09,LRPS_0,LRP012_3382,0.0,3.429877525933304e-07,1.714938762966652e-07,0.03758614698557943
Z8059-1,Hadua-Mollarhat,2.606,0.0,0.0,LRPS_0,LRPS_2606,0.0,0.0,0.0,0.0
Z8062-1,Baisakia-Pir Moazzem Ferryghat (East),3.75,1076.0,2.671677345445239e-09,LRPS_0,LRPS_3750,0.0,3.429877525933304e-07,1.714938762966652e-07,0.015578849829153878
Z8065-1,Shariatpur (Kotapara) - Janjira (Int.with Z8012),17.52,3029.0,7.520920705718986e-09,LRPS_0,LRP017_1090,0.0,3.429877525933304e-07,1.714938762966652e-07,0.04385533097816644
Z8067-1,Nagarkanda (Int.with Z8404) - Goyernama (Int.with N805),6.95,4269.0,0.0,LRPS_0,LRPS_6950,0.0,0.0,0.0,0.06180865234261887
Z8121-1,Rekabibazar-Int.with R812,2.215,0.0,0.0,LRPS_0,LRP001_1215,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z8201-1,Purbo Rasulpur-Konakhola,7.47,7711.0,0.0,LRPS_0,LRPS_7470,0.0,0.0,0.0,0.11164359761394568
Z8203-1,Sayedpur-Nagerhat,23.894,1285.0,0.0,LRPS_0,LRPS_23894,0.0,0.0,0.0,0.01860485318816239
Z8204-1,Megula-Galimpur,9.628,1610.0,0.0,LRPS_0,LRPS_9628,0.0,0.0,0.0,0.023310360803845485
Z8205-1,Fultala-Int.with Z8204,8.12,0.0,0.0,LRPS_0,LRPS_8120,0.0,0.0,0.0,0.0
Z8206-1,Nikra-(Int.with Z8205),2.505,3519.0,8.737576745931037e-09,LRPS_0,LRPS_2505,0.0,3.429877525933304e-07,1.714938762966652e-07,0.05094978861411942
Z8208-1,Int.with Z5070- Basilla,6.0,13148.0,0.0,LRPS_0,LRP004_2675,0.0,0.0,0.0,0.190363120403081
Z8209-1,Dohar(Kartikpur)-Balirtek,23.28,13148.0,0.0,LRPS_0,LRP018_6280,0.0,0.0,0.0,0.190363120403081
Z8401-1,Pukuria (Int.with N804) - Sadarpur (Int.with Z8402),12.26,4245.0,0.0,LRPS_0,LRP012_990,0.0,0.0,0.0,0.06146116870330689
Z8402-1,Faridpur (Tapakhola) - Hatgozaria (Int.with Z8416),10.182,2935.0,0.0,LRPS_0,LRP007_3192,0.0,0.0,0.0,0.04249435339086118
Z8404-1,Talma (Int.with N804) - Nagarkanda (Int.with Z8067),12.46,3266.0,0.0,LRPS_0,LRP007_5430,0.0,0.0,0.0,0.04728673191637227
Z8408-1,Borashi (Int.with R850) - Int.with N805,3.14,1728.0,0.0,LRPS_0,LRP002_1891,0.0,0.0,0.0,0.025018822030462733
Z8412-1,Bajunia (Int.with Z8031) - Gaindhasur (Int.with R850),12.67,992.0,0.0,LRPS_0,LRPS_12670,0.0,0.0,0.0,0.01436265709156194
Z8414-1,Gopalganj (Upazilla More) - Kalia,2.41,2726.0,0.0,LRPS_0,LRPS_2410,0.0,0.0,0.0,0.039468350031852666
Z8416-1,Munshibazar (Int.with N804) - Hatgozaria (Int.with Z8402),6.5,2726.0,0.0,LRPS_0,LRP007_940,0.0,0.0,0.0,0.039468350031852666
Z8419-1,Satpar-Fukurah Launch Ghat,23.0,0.0,0.0,LRPS_0,LRPS_23000,0.0,0.0,0.0,0.0
Z8420-1,Bijoypasha (Int.with N805) - Joynagarghat,6.1,2771.0,0.0,LRPS_0,LRPS_6100,0.0,0.0,0.0,0.04011988185556263
Z8429-1,Tungipara Upazilla - Health Complex,1.75,2600.0,0.0,LRPS_0,LRPS_1750,0.0,0.0,0.0,0.03764406092546476
Z8430-1,Tungipara-Majbari,18.26,2600.0,0.0,LRPS_0,LRP004_14300,0.0,0.0,0.0,0.03764406092546476
Z8504-1,Mazar - Health Complex,1.87,2891.0,0.0,LRPS_0,LRP001_870,0.0,0.0,0.0,0.04185730005212254
Z8507-1,Int.with Z8429 - Mazar,1.4,2891.0,0.0,LRPS_0,LRPS_1400,0.0,0.0,0.0,0.04185730005212254
Z8601-1,Burirhat (Int.with R860) - Kaneswar (Int.with Z8605),4.932,2232.0,5.5419924117414245e-09,LRPS_0,LRP005_152,0.0,3.429877525933304e-07,1.714938762966652e-07,0.03231597845601436
Z8602-1,Shariatpur (Premtala) - Vojeswar High-school (Int.with Z8606),4.665,3279.0,1.628332716675639e-08,LRPS_0,LRP003_1815,0.0,6.859755051866608e-07,3.429877525933304e-07,0.047474952220999594
Z8603-1,Madaripur (Iterpool) - Int.with N8,7.578,3279.0,8.141663583378196e-09,LRPS_0,LRP007_568,0.0,3.429877525933304e-07,1.714938762966652e-07,0.047474952220999594
Z8604-1,Madaripur (Int.with R860) - Bhurghata (Int.with N8),18.585,2826.0,0.0,LRPS_0,LRP012_6585,0.0,0.0,0.0,0.040916198528985925
Z8605-1,Kaneswar (Int.with Z8601) - Damudya,3.586,3315.0,0.0,LRPS_0,LRP001_2750,0.0,0.0,0.0,0.04799617767996757
Z8606-1,Vojeswar High-school (Int.with Z8602) - Mashura Primary-school (Int.with Z8602),0.9,2170.0,0.0,LRPS_0,LRP001_775,0.0,0.0,0.0,0.03141831238779174
Z8611-1,Dashar- Dashar Thana,2.91,3912.0,0.0,LRPS_0,LRPS_2910,0.0,0.0,0.0,0.05663983320785313
Z8699-1,Chnadra-Haimchar,8.38,1564.0,0.0,LRPS_0,LRPS_8380,0.0,0.0,0.0,0.022644350495164185
Z8701-1,Charkhali-Safa(int.with Z8815),14.877,0.0,0.0,LRPS_0,LRP014_862,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0
Z8702-1,Rajapur-Naikati,4.8,2854.0,2.1259202074072618e-08,LRPS_0,LRP005_770,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.04132159610818324
Z8703-1,Dhanshiri-Kawkhali,11.065,2272.0,0.0,LRPS_0,LRP004_7025,0.0,0.0,0.0,0.032895117854867664
Z8704-1,Jhalokati-Nabagram (Int.with Z8037),10.25,0.0,0.0,LRPS_0,LRP009_550,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z8705-1,Bhandaria-Paikkhali(int.with Z8706),3.196,0.0,0.0,LRPS_0,LRP003_156,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.0
Z8706-1,Centerhat-Paikhali,7.6,2026.0,0.0,LRPS_0,LRPS_7600,0.0,0.0,0.0,0.029333410551919847
Z8708-1,Rajapur-Mirerhat (int.with Z8062),5.84,1658.0,2.8817367352451154e-08,LRPS_0,LRPS_5840,0.0,2.400914268153313e-06,1.2004571340766564e-06,0.02400532808246945
Z8709-1,Satpakhia-Ferryghat (North),3.464,1935.0,0.0,LRPS_0,LRP003_337,0.0,0.0,0.0,0.02801586841952858
Z8713-1,Kawkhali-Chirapara(int.with Z8702),6.47,0.0,0.0,LRPS_0,LRP004_2470,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
