link_no,name,length,traffic,criticality,start_node,end_node,start_betweenness,end_betweenness,avg_betweenness,traffic_weight
R555-3,"Gaibandha (Int.with Z5553)-Gaibandha Zehikhana more(int.with Z5613,Z5555 , Z 5552)",1.058,9806.0,2.4348018633304846e-08,LRP016_4183,LRPE_0,3.429877525933304e-07,0.0,1.714938762966652e-07,0.14197602362888748
R556-2,Madhayapara (Int.with R557)-Int.with Z5561,1.53,4274.0,5.306110118230925e-08,LRP023_900,LRP025_690,6.859755051866608e-07,1.0289632577799912e-06,8.574693814833259e-07,0.06188104476747553
R556-3,Madhayapara (Int.with Z5561)-Maheshpur (Int.with R558),7.869,4274.0,5.306110118230925e-08,LRP025_690,LRP033_550,1.0289632577799912e-06,6.859755051866608e-07,8.574693814833259e-07,0.06188104476747553
R556-4,Maheshpur (Int.with R558)-Fulbari (int.with R585),2.491,4274.0,2.12244404729237e-08,LRP033_550,LRPE_0,6.859755051866608e-07,0.0,3.429877525933304e-07,0.06188104476747553
R560-2,Monthanarhat(int.with Z5018)-Jaldhaka (int.with Z5703),17.47,9413.0,4.6744421659249134e-08,LRP012_50,LRP029_1060,3.429877525933304e-07,3.429877525933304e-07,3.429877525933304e-07,0.13628597903515377
R560-3,Jaldhaka (int.with Z5703)-Borokhata more(Int.with N509),27.97,9413.0,2.3372210829624567e-08,LRP029_1060,LRPE_0,3.429877525933304e-07,0.0,1.714938762966652e-07,0.13628597903515377
R570-2,Darwani(int.with Z5008)-Int.with Z5709,3.475,9383.0,4.6595443368610925e-08,LRP010_650,LRP014_105,3.429877525933304e-07,3.429877525933304e-07,3.429877525933304e-07,0.1358516244860138
R570-3,Int.with Z5709-Nilphamari (GPO More),2.12,9383.0,2.3297721684305462e-08,LRP014_105,LRPE_0,3.429877525933304e-07,0.0,1.714938762966652e-07,0.1358516244860138
R585-2,Kata(Int.with Z5855)-Goraghat bazar (Int.with Z5852),11.335,6221.0,4.325038414948097e-07,LRP004_1675,LRP016_820,3.429877525933304e-06,6.1737795466799474e-06,4.801828536306626e-06,0.0900706550066601
R585-3,Goraghat bazar (Int.with Z5852)-Goraghat (Int.with Z5856),4.119,6221.0,6.487557622422146e-07,LRP016_820,LRP021_159,6.1737795466799474e-06,8.23170606223993e-06,7.202742804459938e-06,0.0900706550066601
R585-4,Goraghat (Int.with Z5856)-Bhaduria(Int.with Z5851),14.376,6221.0,8.032214199189324e-07,LRP021_159,LRP035_555,8.23170606223993e-06,9.603657072613251e-06,8.917681567426591e-06,0.0900706550066601
R585-5,Bhaduria(Int.with Z5851)-Bejon(Int.with Z5864),15.41,6221.0,8.959008145249631e-07,LRP035_555,LRP050_895,9.603657072613251e-06,1.0289632577799913e-05,9.946644825206583e-06,0.0900706550066601
R585-6,Bejon(Int.with Z5864)-Birampur(Int.with Z5851),3.627,7268.0,1.082774216358513e-06,LRP050_895,LRP054_442,1.0289632577799913e-05,1.0289632577799913e-05,1.0289632577799913e-05,0.10522962877164534
R585-7,Birampur(Int.with Z5851)-Fulbari Trimohoni(Int.with R556),12.678,7268.0,1.0466817424798957e-06,LRP054_442,LRP066_1200,1.0289632577799913e-05,9.603657072613251e-06,9.946644825206583e-06,0.10522962877164534
R585-8,Fulbari Trimohoni(Int.with R556)-Fulbari (Int.with Z5857),2.26,3943.0,5.090985466549349e-07,LRP066_1200,LRP069_430,9.603657072613251e-06,8.23170606223993e-06,8.917681567426591e-06,0.05708866624196444
R585-9,Fulbari (Int.with Z5857)-Amtali(Int.with Z5804),19.272,3943.0,4.111949799905243e-07,LRP069_430,LRP087_1792,8.23170606223993e-06,6.1737795466799474e-06,7.202742804459938e-06,0.05708866624196444
R585-10,Amtali(Int.with Z5804)-Dinajpur (Fulbari Bus Stand)Int.with R556,17.872,3943.0,2.7412998666034957e-07,LRP087_1792,LRP107_44,6.1737795466799474e-06,3.429877525933304e-06,4.801828536306626e-06,0.05708866624196444
R585-11,Dinajpur (Fulbari Bus Stand)Int.with R556-Dinajpur (Hospital More),1.106,8997.0,2.233929468119964e-07,LRP107_44,LRP107_1150,3.429877525933304e-06,0.0,1.714938762966652e-06,0.1302629292870794
R586-2,Kumarpara (Int.with Z5025)-Govt.College More,2.106,8215.0,0.0,LRPS_1160,LRPE_0,0.0,0.0,0.0,0.1189407540394973
Z5554-2,Int.with Z5558-Gobindaganj,26.56,2154.0,0.0,LRP003_650,LRPE_0,0.0,0.0,0.0,0.03118665662825042
R601-2,Sujanagar (int.with Z6030)-Nazirganj (int.with R602),18.544,5006.0,4.971902152899207e-08,LRP019_204,LRP037_748,6.859755051866608e-07,6.859755051866608e-07,6.859755051866608e-07,0.072479295766491
R601-3,Nazirganj (int.with R602)-Baderhat,15.507,5006.0,2.4859510764496033e-08,LRP037_748,LRP053_11,6.859755051866608e-07,0.0,3.429877525933304e-07,0.072479295766491
R603-2,Paksey (Int.with N704)-Paksey (EPZ),3.873,4619.0,0.0,LRP022_769,LRPE_0,0.0,0.0,0.0,0.06687612208258528
R604-2,Chatmohor (Int.with Z6021)-Int.with Z6029,1.68,3968.0,4.9262154771034886e-08,LRP019_628,LRP019_2308,6.859755051866608e-07,1.0289632577799912e-06,8.574693814833259e-07,0.05745062836624776
R604-3,Chatmohor (Int.with Z6029)-Int.with Z5209,1.73,3968.0,4.9262154771034886e-08,LRP019_2308,LRP019_4038,1.0289632577799912e-06,6.859755051866608e-07,8.574693814833259e-07,0.05745062836624776
R604-4,Chatmohor (Int.with Z5209)-Hamkuria (Int.with N507),18.546,3968.0,1.9704861908413956e-08,LRP019_4038,LRPE_0,6.859755051866608e-07,0.0,3.429877525933304e-07,0.05745062836624776
R685-2,Aam Chattar(Int.with N603)-Mohonpur (Int.with Z6851),17.425,14243.0,2.82919705808004e-07,LRP004a_0,LRP021_365,1.0289632577799912e-06,1.714938762966652e-06,1.3719510103733216e-06,0.20621706144669022
R685-3,"Mohonpur (Int.with Z6851)-Mohonpur, Sahipara(Int.with Z6853)",2.7,14243.0,3.53649632260005e-07,LRP021_365,LRP024_1000,1.714938762966652e-06,1.714938762966652e-06,1.714938762966652e-06,0.20621706144669022
R685-4,"Mohonpur, Sahipara(Int.with Z6853)-Manda (Int.with Z6852)",24.415,4474.0,8.887051630871375e-08,LRP024_1000,LRP049_210,1.714938762966652e-06,1.0289632577799912e-06,1.3719510103733216e-06,0.06477674176174206
R685-5,Manda (Int.with Z6852)-Chowmasia(int.with R545),17.885,4474.0,3.3326443615767657e-08,LRP049_210,LRPE_0,1.0289632577799912e-06,0.0,5.144816288899956e-07,0.06477674176174206
R710-2,Rajbari (Int.with Z7102)-Bagmara (int.with R711),3.13,3968.0,1.0837674049627676e-07,LRP011_155,LRP014_375,1.3719510103733216e-06,2.400914268153313e-06,1.8864326392633173e-06,0.05745062836624776
R710-3,Bagmara (int.with R711)-Tottipur(int.with R712),28.335,3968.0,1.4778646431310466e-07,LRP014_375,LRP042_740,2.400914268153313e-06,2.7439020207466433e-06,2.572408144449978e-06,0.05745062836624776
R710-4,Tottipur(int.with R712)-Khoksha(Int.with Z7105),5.14,6859.0,2.5546052387187116e-07,LRP042_740,LRP047_850,2.7439020207466433e-06,2.400914268153313e-06,2.572408144449978e-06,0.0993079284183703
R710-5,Khoksha(Int.with Z7105)-Charaikhal(Int.with R713),15.9,6859.0,1.8733771750603888e-07,LRP047_850,LRP063_520,2.400914268153313e-06,1.3719510103733216e-06,1.8864326392633173e-06,0.0993079284183703
R710-6,Charaikhal(Int.with R713)-Kushtia (Chourhash)int.with N704,9.56,6859.0,6.812280636583232e-08,LRP063_520,LRPE_0,1.3719510103733216e-06,0.0,6.859755051866608e-07,0.0993079284183703
R745-2,Mirpur Bus stand(int.with Z7451)-Sadarpur (int.with Z7465),8.903,7013.0,5.049792969187884e-07,LRP011_140,LRP020_40,3.429877525933304e-06,6.5167672992732775e-06,4.973322412603291e-06,0.10153761510395552
R745-3,Sadarpur (int.with Z7465)-Bamundi (int.with Z7456),11.06,7013.0,7.835885641843268e-07,LRP020_40,LRP030_1080,6.5167672992732775e-06,8.917681567426591e-06,7.717224433349933e-06,0.10153761510395552
R745-4,Bamundi (int.with Z7456)-Gangni(int.with Z7452),10.7,7013.0,9.925455146334807e-07,LRP030_1080,LRP041_775,8.917681567426591e-06,1.0632620330393243e-05,9.775150948909917e-06,0.10153761510395552
R745-5,Gangni(int.with Z7452)-Int.with Z7467,8.054,7013.0,1.13185014826625e-06,LRP041_775,LRP049_838,1.0632620330393243e-05,1.1661583588173233e-05,1.1147101959283237e-05,0.10153761510395552
R745-6,Int.with Z7467-Meherpur(int.with R746),5.117,7013.0,1.2015024650826346e-06,LRP049_838,LRP054_970,1.1661583588173233e-05,1.2004571340766565e-05,1.1833077464469899e-05,0.10153761510395552
R745-7,Meherpur(int.with R746)-Chuadanga(int.with R748),25.585,7013.0,1.2015024650826346e-06,LRP054_970,LRP079_1870,1.2004571340766565e-05,1.1661583588173233e-05,1.1833077464469899e-05,0.10153761510395552
R745-8,Chuadanga(int.with R748)-Chuadanga(int.with R747),1.045,7013.0,1.13185014826625e-06,LRP079_1870,LRP079_2915,1.1661583588173233e-05,1.0632620330393243e-05,1.1147101959283237e-05,0.10153761510395552
R745-9,Chuadanga(int.with R747)-Dakbanglow Bazar(int.with Z7460),21.605,7013.0,9.925455146334807e-07,LRP079_2915,LRP103_250,1.0632620330393243e-05,8.917681567426591e-06,9.775150948909917e-06,0.10153761510395552
R745-10,Dakbanglow Bazar(int.with Z7460)-DC Office(int.with Z7457),13.0,7013.0,7.835885641843268e-07,LRP103_250,LRP116_159,8.917681567426591e-06,6.5167672992732775e-06,7.717224433349933e-06,0.10153761510395552
R745-11,DC Office(int.with Z7457)-Int.with N712,1.043,3672.0,2.644066702246957e-07,LRP116_159,LRP116_1202,6.5167672992732775e-06,3.429877525933304e-06,4.973322412603291e-06,0.05316499681473331
R745-12R,Int.with N712-Jhinaidah(int.with N703) (Right),0.8,3672.0,9.117471387058474e-08,LRP116_1202,LRPE_0,3.429877525933304e-06,0.0,1.714938762966652e-06,0.05316499681473331
R746-2,Muaibnagar(int.with R749)-Mujibnagar Srimity Shoudha,1.796,7013.0,0.0,LRP013_960,LRPE_0,0.0,0.0,0.0,0.10153761510395552
R747-2,Halsha Rail Bazar(int.with Z7465)-Alamdanga(int.with Z7456),11.891,4364.0,2.1671375344838332e-08,LRP013_1365,LRP024_2037,3.429877525933304e-07,3.429877525933304e-07,3.429877525933304e-07,0.06318410841489547
R747-3,Alamdanga(int.with Z7456)-Chuadanga,18.203,4364.0,1.0835687672419166e-08,LRP024_2037,LRPE_0,3.429877525933304e-07,0.0,1.714938762966652e-07,0.06318410841489547
R748-2,Darsana(int.with R749)-Khalishpur(int.with Z7023),26.303,3672.0,9.117471387058472e-08,LRP018_340,LRP044_533,1.3719510103733216e-06,2.0579265155599823e-06,1.7149387629666519e-06,0.05316499681473331
R748-3,Khalishpur(int.with Z7023)-Kotchandpur(int.with Z7024),7.964,3672.0,1.0940965664470168e-07,LRP044_533,LRP052_567,2.0579265155599823e-06,2.0579265155599823e-06,2.0579265155599823e-06,0.05316499681473331
R748-4,Kotchandpur(int.with Z7024)-Chandpara (int.with Z7489),6.348,3672.0,9.117471387058472e-08,LRP052_567,LRP058_935,2.0579265155599823e-06,1.3719510103733216e-06,1.7149387629666519e-06,0.05316499681473331
R748-5,Chandpara (int.with Z7489)-Kaliganj,6.892,3672.0,3.646988554823389e-08,LRP058_935,LRP065_832,1.3719510103733216e-06,0.0,6.859755051866608e-07,0.05316499681473331
R755-2,Sutighata(int.with Z7058)-Monirampur(int.with Z7551),9.748,4765.0,5.915679624092268e-08,LRP003_788,LRP013_538,6.859755051866608e-07,1.0289632577799912e-06,8.574693814833259e-07,0.06898998088839983
R755-3,Monirampur(int.with Z7551)-Keshabpur (int.with Z7553),13.784,4765.0,5.915679624092268e-08,LRP013_538,LRP027_346,1.0289632577799912e-06,6.859755051866608e-07,8.574693814833259e-07,0.06898998088839983
R755-4,Keshabpur (int.with Z7553)-Chuknagar (int.with R760),11.513,4765.0,2.3662718496369074e-08,LRP027_346,LRPE_0,6.859755051866608e-07,0.0,3.429877525933304e-07,0.06898998088839983
R760-2,Intersection With N709 - Chuknagar ( Int with R755),25.631,6387.0,3.171747807687498e-08,LRP004_884,LRP030_533,3.429877525933304e-07,3.429877525933304e-07,3.429877525933304e-07,0.09247408351190131
R760-3,Chuknagar ( Int with R755)- Satkhira,28.254,6387.0,1.585873903843749e-08,LRP030_533,LRPE_0,3.429877525933304e-07,0.0,1.714938762966652e-07,0.09247408351190131
R765-2,Kolaroa (Int.with Z7552)-Satkhira,17.908,5055.0,0.0,LRP025_1044,LRPE_0,0.0,0.0,0.0,0.0731887415300863
R770-2,Khan Jahan Ali (R) Mazar more (Int.with R771) -Bagerhat Bus Stand(Int.with R772),4.063,5427.0,1.07800691105809e-07,LRP013_1740,LRP017_1773,1.0289632577799912e-06,1.714938762966652e-06,1.3719510103733216e-06,0.07857473793942202
R770-3,Bagerhat Bus Stand(Int.with R772)-Signboard (Int.with Z7702),8.163,5427.0,1.3475086388226125e-07,LRP017_1773,LRP027_16,1.714938762966652e-06,1.714938762966652e-06,1.714938762966652e-06,0.07857473793942202
R770-4,Signboard (Int.with Z7702)-Pirojpur (Bus Stand)Int.with R870,14.609,5427.0,1.07800691105809e-07,LRP027_16,LRP041_275,1.714938762966652e-06,1.0289632577799912e-06,1.3719510103733216e-06,0.07857473793942202
R770-5,Pirojpur (Bus Stand) Int.with R870-Pirojpur (CO office More),1.705,5427.0,4.042525916467838e-08,LRP041_275,LRPE_0,1.0289632577799912e-06,0.0,5.144816288899956e-07,0.07857473793942202
R771-2,"Fakirhat(Int.with N805)-Khan Jahan Ali Mazar, Bagerhat",16.595,1854.0,0.0,LRP013_1215,LRPE_0,0.0,0.0,0.0,0.02684311113685064
R810-2,Panchaboti (Int.with R812)-Chashara,2.572,15455.0,0.0,LRPS_8070,LRPE_0,0.0,0.0,0.0,0.22376498523194532
R812-2,Muktarpur Bus Stand-Int.with Z8121,1.841,9877.0,1.226215480528003e-07,LRP011a_0,LRP011a_1841,6.859755051866608e-07,1.0289632577799912e-06,8.574693814833259e-07,0.1430039960618521
R812-3,Int.with Z8121-Hatimara (Int.with Z8004),1.22,9877.0,1.226215480528003e-07,LRP011a_1841,LRP014_845,1.0289632577799912e-06,6.859755051866608e-07,8.574693814833259e-07,0.1430039960618521
R812-4,Hatimara(Int.with Z8004)-Mawa,29.065,3144.0,1.5612924858884445e-08,LRP014_845,LRPE_0,6.859755051866608e-07,0.0,3.429877525933304e-07,0.04552035674986969
R814-2,Muktarpur Ferry Ghat-End-Int.with R813,0.01,9877.0,4.904861922112013e-08,LRPS_1285,LRPS_1295,3.429877525933304e-07,3.429877525933304e-07,3.429877525933304e-07,0.1430039960618521
R814-3,Int.with R813-Int.with R812 at Muktarpur,0.739,9877.0,2.4524309610560064e-08,LRPS_1295,LRPE_0,3.429877525933304e-07,0.0,1.714938762966652e-07,0.1430039960618521
R820-2,Konakhola(Int.with Z8002)-Ruhitpur(Int.with Z5069),4.193,5424.0,2.2894983705280166e-07,LRP006a_0,LRP007_3736,2.0579265155599823e-06,3.7728652785266346e-06,2.9153958970433087e-06,0.07853130248450801
R820-3,Ruhitpur(Int.with Z5069)-Kharsur (Int.with Z8003),11.545,5540.0,3.4389155422320214e-07,LRP007_3736,LRP019_2721,3.7728652785266346e-06,4.801828536306626e-06,4.28734690741663e-06,0.0802108067411826
R820-4,Kharsur (Int.with Z8003)-Tikarpur(int.with Z8204),4.305,5540.0,3.989142028989146e-07,LRP019_2721,LRP024_2578,4.801828536306626e-06,5.1448162888999565e-06,4.9733224126032915e-06,0.0802108067411826
R820-5,Tikarpur (int.with Z8204) -Dohar (Bashtala)int with Z8207,15.895,5540.0,3.989142028989146e-07,LRP024_2578,LRP041_802,5.1448162888999565e-06,4.801828536306626e-06,4.9733224126032915e-06,0.0802108067411826
R820-6,Dohar (Bashtala)int with Z8207-Meghula (Int.with Z8204),7.68,5540.0,3.4389155422320214e-07,LRP041_802,LRP049_888,4.801828536306626e-06,3.7728652785266346e-06,4.28734690741663e-06,0.0802108067411826
R820-7,Meghula (Int.with Z8204)-Fultala(Int.with Z8205),6.167,3495.0,1.475257523044878e-07,LRP049_888,LRP055_771,3.7728652785266346e-06,2.0579265155599823e-06,2.9153958970433087e-06,0.05060230497480744
R820-8,Fultala(Int.with Z8205)-Srinagar (Int.with N8),16.294,3495.0,5.2067912578054517e-08,LRP055_771,LRPE_0,2.0579265155599823e-06,0.0,1.0289632577799912e-06,0.05060230497480744
R850-2,Gaindhasur (int.with Z8412)-Haridashpur Bridge(Int.with N805),16.02,5398.0,6.701540107208828e-08,LRP019_720,LRP035_740,6.859755051866608e-07,1.0289632577799912e-06,8.574693814833259e-07,0.07815486187525338
R850-3,Haridashpur Bridge(Int.with N805)-Borashi (Int.with Z8408),3.37,5398.0,6.701540107208828e-08,LRP035_740,LRP039_580,1.0289632577799912e-06,6.859755051866608e-07,8.574693814833259e-07,0.07815486187525338
R850-4,Borashi (Int.with Z8408)-Mollahat,6.37,5398.0,2.6806160428835314e-08,LRP039_580,LRPE_0,6.859755051866608e-07,0.0,3.429877525933304e-07,0.07815486187525338
R860-2,Iterpool (Int.with Z8603)-Madaripur (Int.with Z8604),2.518,4201.0,1.4603348642659505e-07,LRP005_900,LRP008_420,1.714938762966652e-06,3.0868897733399737e-06,2.400914268153313e-06,0.06082411536456825
R860-3,Madaripur (Int.with Z8604)-Kazirtek(Int.with Z8611),4.043,4201.0,2.0861926632370723e-07,LRP008_420,LRP012_133,3.0868897733399737e-06,3.7728652785266346e-06,3.429877525933304e-06,0.06082411536456825
R860-4,Kazirtek(Int.with Z8611)-Monohorpur(int.with R861),9.97,3268.0,1.7851571972874617e-07,LRP012_133,LRP016_6126,3.7728652785266346e-06,3.7728652785266346e-06,3.7728652785266346e-06,0.04731568888631493
R860-5,Monohorpur(int.with R861)-Burirhat (int.with Z8601),6.096,3268.0,1.622870179352238e-07,LRP016_6126,LRP027_1304,3.7728652785266346e-06,3.0868897733399737e-06,3.429877525933304e-06,0.04731568888631493
R860-6,Burirhat(int.with Z8601)-Harina Ferryghat (int.with Z1403),35.202,3268.0,1.1360091255465665e-07,LRP027_1304,LRP056_7255,3.0868897733399737e-06,1.714938762966652e-06,2.400914268153313e-06,0.04731568888631493
R860-7,Harina Ferryghat (int.with Z1403)-Vatialpur (Int.withR140),10.805,1055.0,1.3097674718609327e-08,LRP056_7255,LRPE_0,1.714938762966652e-06,0.0,8.57469381483326e-07,0.015274801644755892
R870-2,"Satpakia, Int with Z8709 - Jhalokhati Bus stand",5.382,3693.0,1.7422266198685508e-07,LRP009_964,LRP015_381,2.400914268153313e-06,4.115853031119965e-06,3.2583836496366387e-06,0.05346904499913129
R870-3,Jhalokati Bus stand - (Int with Z8702) Rajapur,14.882,3693.0,2.4757957229710986e-07,LRP015_381,LRP029_1207,4.115853031119965e-06,5.1448162888999565e-06,4.630334660009961e-06,0.05346904499913129
R870-4,"(Int with Z8702) Rajapur - Int Z8705, Bhandaria",14.037,3693.0,2.8425802745223727e-07,LRP029_1207,LRP044_298,5.1448162888999565e-06,5.4878040414932865e-06,5.3163101651966215e-06,0.05346904499913129
R870-5,"Bhandaria, Int.with Z8705 - Int Z8701, Chankhali",7.552,4302.0,3.311340466015502e-07,LRP044_298,LRP051_830,5.4878040414932865e-06,5.1448162888999565e-06,5.3163101651966215e-06,0.06228644234667285
R870-6,"Chankhali, Int.with Z8701 - Togra (Int.with Z7711)",2.387,4302.0,2.8840707284651143e-07,LRP051_830,LRP054_123,5.1448162888999565e-06,4.115853031119965e-06,4.630334660009961e-06,0.06228644234667285
R870-7,Togra (Int.with Z7711)- Pirojpur Bus stand (Int R770),9.346,4302.0,2.0295312533643395e-07,LRP054_123,LRP064_285,4.115853031119965e-06,2.400914268153313e-06,3.2583836496366387e-06,0.06228644234667285
R870-8,Pirojpur Bus stand (Int R770) - Patherhat More (Int.with Z7709),0.995,3250.0,5.6487601866988095e-08,LRP064_285,LRP064_1280,2.400914268153313e-06,0.0,1.2004571340766564e-06,0.04705507615683095
R880-2,Shakaria (Int with Z8804)- Amragachhia (Int with Z8806),9.681,5326.0,1.3224306265651805e-07,LRP012_595,LRP022_276,1.3719510103733216e-06,2.0579265155599823e-06,1.7149387629666519e-06,0.07711241095731743
R880-3,Amragachhia (Int with Z8806)-Amtali (Int with R881),7.595,5326.0,1.5869167518782166e-07,LRP022_276,LRP029_873,2.0579265155599823e-06,2.0579265155599823e-06,2.0579265155599823e-06,0.07711241095731743
R880-4,Amtali (Int with R880)-Barguna Bus Stand (Int with Z8810),13.883,5326.0,1.3224306265651805e-07,LRP029_873,LRP043_948,2.0579265155599823e-06,1.3719510103733216e-06,1.7149387629666519e-06,0.07711241095731743
R880-5,Barguna Bus Stand (Int with Z8810)-Kakchira (End of road),12.707,2183.0,2.168130723088088e-08,LRP043_948,LRP056_305,1.3719510103733216e-06,0.0,6.859755051866608e-07,0.031606532692419066
R890-2,Guingerhat(int.with Z8916)-Banglabazar(int.with Z8915),4.013,3713.0,1.0141200540894043e-07,LRP012_892,LRP016_855,1.3719510103733216e-06,2.400914268153313e-06,1.8864326392633173e-06,0.053758614698557944
R890-3,Banglabazar-Kungerhat (int.with Z8943),24.735,3713.0,1.3828909828491874e-07,LRP016_855,LRP041_320,2.400914268153313e-06,2.7439020207466433e-06,2.572408144449978e-06,0.053758614698557944
R890-4,Kungerhat(int.with Z8943)-Lalmohon(int.with Z8913),11.42,4476.0,1.6670670722415738e-07,LRP041_320,LRP052_610,2.7439020207466433e-06,2.400914268153313e-06,2.572408144449978e-06,0.06480569873168472
R890-5,Lalmohon(int.with Z8913)-Char Fession (int.with Z8909),20.74,4476.0,1.2225158529771544e-07,LRP052_610,LRP072_990,2.400914268153313e-06,1.3719510103733216e-06,1.8864326392633173e-06,0.06480569873168472
R890-6,"Char Fession (int.with Z8909)-Baburhat, Lunch Ghat",35.005,4476.0,4.4455121926441974e-08,LRP072_990,LRPE_0,1.3719510103733216e-06,0.0,6.859755051866608e-07,0.06480569873168472
Z1002-2,Yancha (Int.with Z1126)-Paharchanda (Int.with Z1125),3.813,0.0,0.0,LRP003_155,LRPE_0,0.0,0.0,0.0,0.0
Z1012-2,Int.with R163-Raozan,4.421,0.0,0.0,LRP011_586,LRPE_0,0.0,0.0,0.0,0.0
Z1019-2,Rampur(int.with Z1037)-Gunagari,12.235,0.0,0.0,LRPS_6905,LRPE_0,0.0,0.0,0.0,0.0
Z1025-2,Beri bandh- Intersection with Z1095,5.17,1110.0,1.1024393507227566e-08,LRPS_1520,LRP005_2470,6.859755051866608e-07,6.859755051866608e-07,6.859755051866608e-07,0.016071118318179187
Z1025-3,Intersection with Z1095- Sea Beribandh,5.605,1110.0,5.512196753613783e-09,LRP005_2470,LRP005_8075,6.859755051866608e-07,0.0,3.429877525933304e-07,0.016071118318179187
Z1029-2,Int.with N1-Barura (Int.with Z1028),10.923,17630.0,4.3774787732527475e-08,LRP002_449,LRP012_2396,3.429877525933304e-07,0.0,1.714938762966652e-07,0.25525569004459375
Z1030-2,Biroli(Int.with Z1444)-Int.with Z1443,7.797,0.0,0.0,LRPS_9875,LRP017_977,3.429877525933304e-07,3.429877525933304e-07,3.429877525933304e-07,0.0
Z1030-3,Int.with Z1443-Tulatali,5.058,0.0,0.0,LRP017_977,LRPE_0,3.429877525933304e-07,0.0,1.714938762966652e-07,0.0
Z1031-2,Fathipur (Int.with N1)-Salauddin School More(int.with Z1083),2.935,0.0,0.0,LRPS_1390,LRP004_895,2.7439020207466433e-06,5.1448162888999565e-06,3.9443591548233e-06,0.0
Z1031-3,Salauddin School More(int.with Z1083)-Feni (Int.with N104),2.645,21654.0,1.8818192781965542e-06,LRP004_895,LRP007_495,5.1448162888999565e-06,6.859755051866608e-06,6.002285670383282e-06,0.3135171135692361
Z1031-4,Feni (Int.with N104)-Feni (Masterpara)(int.with Z1134),0.235,0.0,0.0,LRP007_495,LRP007_730,6.859755051866608e-06,7.8887183096466e-06,7.374236680756603e-06,0.0
Z1031-5,Feni (Masterpara)(int.with Z1134)-Hospital More(int.with Z1083),2.253,0.0,0.0,LRP007_730,LRP009_976,7.8887183096466e-06,8.23170606223993e-06,8.060212185943265e-06,0.0
Z1031-6,Hospital More(int.with Z1083)-Feni Polytechnic More (int.with Z1033),0.753,0.0,0.0,LRP009_976,LRP010_623,8.23170606223993e-06,7.8887183096466e-06,8.060212185943265e-06,0.0
Z1031-7,Feni Polytechnic More (int.with Z1033)-Int.with Z1081,4.396,0.0,0.0,LRP010_623,LRP014_944,7.8887183096466e-06,6.859755051866608e-06,7.374236680756603e-06,0.0
Z1031-8,Int.with Z1081-Chagalnaiya (Int.with Z1032),6.662,0.0,0.0,LRP014_944,LRP021_1126,6.859755051866608e-06,5.1448162888999565e-06,6.002285670383282e-06,0.0
Z1031-9,Chagalnaiya (Int.with Z1032)-Chagalnaiya(Int.with Z1035),0.567,0.0,0.0,LRP021_1126,LRP021_1693,5.1448162888999565e-06,2.7439020207466433e-06,3.9443591548233e-06,0.0
Z1031-10,Chagalnaiya(Int.with Z1035)-Karerhat,14.099,0.0,0.0,LRP021_1693,LRPE_0,2.7439020207466433e-06,0.0,1.3719510103733216e-06,0.0
Z1032-2,Santirhat (Int.with Z1134)-Muhuriganj (Int.with N1),6.239,4125.0,1.0242257481376963e-08,LRP002_2976,LRP011_148,3.429877525933304e-07,0.0,1.714938762966652e-07,0.05972375050674698
Z1033-2,Fulgazi (Munshirhat) int.with Z1081-Parshuram (int.with Z1035),11.982,0.0,0.0,LRP006_3208,LRP019_2130,3.429877525933304e-07,3.429877525933304e-07,3.429877525933304e-07,0.0
Z1033-3,Parshuram (int.with Z1035)-Bilionia,4.384,0.0,0.0,LRP019_2130,LRPE_0,3.429877525933304e-07,0.0,1.714938762966652e-07,0.0
Z1034-2,Feni (Int.with N1)-Baktermunshi (Int.with Z1425),9.99,3593.0,4.4606583188590813e-08,LRPS_2652,LRP012_859,6.859755051866608e-07,1.0289632577799912e-06,8.574693814833259e-07,0.05202119650199803
Z1034-3,Baktermunshi (Int.with Z1425)-Sonagazi (int.with Z1434),6.608,0.0,0.0,LRP012_859,LRP018_1367,1.0289632577799912e-06,6.859755051866608e-07,8.574693814833259e-07,0.0
Z1034-4,Sonagazi (int.with Z1434)-Muhuriganj Project,10.556,0.0,0.0,LRP018_1367,LRPE_0,6.859755051866608e-07,0.0,3.429877525933304e-07,0.0
Z1036-2,Int.with N1-Boroma,7.854,0.0,0.0,LRPS_960,LRPE_0,0.0,0.0,0.0,0.0
Z1039-2,(int.with Z1036) - With Z1036,3.37,0.0,0.0,LRPS_13362,LRPS_16732,3.429877525933304e-07,0.0,1.714938762966652e-07,0.0
Z1040-2,Barma (Int.with Z1036)-Barkal Bridge (Int.with Z1054),3.245,0.0,0.0,LRP006c_20,LRP009_890,6.859755051866608e-07,1.0289632577799912e-06,8.574693814833259e-07,0.0
Z1040-3,Barkal Bridge (Int.with Z1054)- Int.with Z1070,2.665,0.0,0.0,LRP009_890,LRP012a_170,1.0289632577799912e-06,6.859755051866608e-07,8.574693814833259e-07,0.0
Z1040-4,Int.with Z1070-Anowara (int.with R170),3.88,3568.0,1.7718484699904485e-08,LRP012a_170,LRPE_0,6.859755051866608e-07,0.0,3.429877525933304e-07,0.05165923437771472
Z1041-2,Burichang(int.with Z1219)-Mirpur(int.with N102),22.988,2478.0,0.0,LRP009_1786,LRPE_0,0.0,0.0,0.0,0.035877685758962184
